Indus ID,Ref. No,District,Survey  Date,Site Category,Tower Type,Existing no Of Poles,Tower  Config,Tower Height,Normal,EB Phase,EB Availability (Hours),A/C-1(TR),Site  type,DG/NonDG,Static DG-Kva,Static  DG-Make,SMPS 1 Make,SMPS Module Capacity(W),No. of BB Connected to the SMPS,Opco Present,Tenancy,Final Telecom Load (in KW)
IN-1267204,RRL,Pune City,2023-03-08,OD with DG,GBT,0,Angular,50,Normal,3,20,Non AC,OD,DG,15,Kirloskar,Emerson,4000,2,Airtel Reliance Jio,2,5.64764
IN-1261967,RRL,Pune City,2023-03-08,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,20,NCU,COD,DG,25,Mahindra,NexGen Delta,4000,1, Airtel VIL Reliance Jio,3,12.15377
IN-1053093,RRL,Ahmednagar,2023-03-08,Natural Cooling with DG,GBT,0,Tubular,40,Normal,3,18,NCU,COD,DG,15,Eicher,Delta,4000,2, Airtel VIL Reliance Jio,3,7.99992
IN-1091990,RRL,Ahmednagar,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,16,NCU,COD,DG,25,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,6.848
IN-1249626,RRL,Nagpur,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,25,Mahindra,Delta,4000,1,Airtel VIL Reliance Jio BSNL,4,8.96566
IN-1092999,RRL,Nagpur,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,22,NCU,COD,DG,25,Kirloskar,IIPMS Delta,4000,2,Airtel VIL Reliance Jio BSNL,4,9.010992
IN-1055145,RRL,Pune City,2023-03-08,Natural Cooling with DG,RTT,0,Angular,12,Hub,3,20,NCU,COD,DG,40,Mahindra,Delta,4000,2,Airtel VIL,2,8.09424
IN-1284902,RRL,Sangli,2023-03-08,OD with DG,RTT,0,Angular,21,Normal,3,20,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,Airtel Reliance Jio,2,5.966319
IN-1098489,RRL,Sangli,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,Emerson,3200,1,Airtel Reliance Jio,2,3.79692
IN-1025127,RRL,Aurangabad,2023-03-08,OD with DG,RTT,0,Angular,12,Normal,3,18,Non AC,OD,DG,15,Kirloskar,Delta,4000,1,VIL,1,4.279035
IN-1070100,RRL,Beed,2023-03-08,Natural Cooling with DG,GBT,0,Angular,40,Hub,3,18,NCU,COD,DG,25,Mahindra,Emerson,3200,2,VIL Reliance Jio,2,6.37301
IN-1052805,RRL,Ahmednagar,2023-03-08,FCU with DG,GBT,0,Tubular,40,Normal,3,12,FCU,COD,DG,25,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,6.64778
IN-1135167,RRL,Ahmednagar,2023-03-08,FCU with DG,GBT,0,Angular,50,Hub,3,16,FCU,COD,DG,15,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.56704
IN-1281701,RRL,Ahmednagar,2023-03-08,OD with DG,GBT,0,Angular,50,Normal,3,8,Non AC,OD,DG,15,Mahindra,NexGen Delta,4000,2, Airtel VIL Reliance Jio,3,6.65931
IN-1092025,RRL,Latur,2023-03-08,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,6.344
IN-1077728,RRL,Dhule,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,2,Airtel Reliance Jio,2,5.325849
IN-1094414,RRL,Latur,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,6.4852
IN-1281163,RRL,Sangli,2023-03-08,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,VIL Reliance Jio,2,4.8069
IN-1078273,RRL,Latur,2023-03-08,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,18,NCU,COD,DG,15,Eicher,Delta,4000,2,VIL Reliance Jio,2,4.68176
IN-1024329,RRL,Latur,2023-03-08,ID+OD with 3TR,GBT,0,Angular,40,Hub,3,18,3,ID AC,DG,15,Eicher,Delta,4000,2, Airtel VIL Reliance Jio,3,5.964488
IN-1092024,RRL,Latur,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Kirloskar,Emerson,3200,2, Airtel VIL Reliance Jio,3,7.6
IN-1254050,RRL,Dhule,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,2,Airtel VIL Reliance Jio BSNL,4,9.928092
IN-1253864,RRL,Pune City,2023-03-08,OD with DG,GBT,0,Angular,60,Normal,3,20,Non AC,OD,DG,25,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,7.00074
IN-1052399,RRL,Pune City,2023-03-08,Natural Cooling with DG,GBT,0,Tubular,40,Normal,3,20,NCU,COD,DG,25,Mahindra,Delta,4000,1,VIL Reliance Jio,2,3.6624
IN-1278464,RRL,Pune City,2023-03-08,Natural Cooling without DG,RTT,0,Angular,15,Hub,3,20,NCU,COD,Non DG,Non DG,Non DG,IIPMS Delta,4000,2, Airtel VIL Reliance Jio,3,8.0115
IN-1101899,RRL,Ahmednagar,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,8,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,8.8128
IN-1024220,RRL,Pune City,2023-03-08,Natural Cooling with DG,GBT,0,Angular,40,Hub,3,20,NCU,COD,DG,25,Mahindra,Emerson,3200,2,Airtel VIL,2,9.1091
IN-1250306,RRL,Pune City,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.39526
IN-1249973,RRL,Ahmednagar,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,12,NCU,COD,DG,15,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.44068
IN-1253873,RRL,Ahmednagar,2023-03-08,OD with DG,GBT,0,Angular,50,Normal,3,12,Non AC,OD,DG,10,Kirloskar,Emerson,3200,1,VIL Reliance Jio,2,4.334
IN-1106064,RRL,Beed,2023-03-08,Natural Cooling with DG,GBT,0,Angular,60,Normal,3,18,NCU,COD,DG,15,Eicher,NexGen Emerson,4000,2,VIL Reliance Jio,2,5.36172
IN-1287984,RRL,Nagpur,2023-03-08,OD without DG,GBM,0,Tubular,30,Normal,3,22,Non AC,OD,Non DG,Non DG,Non DG,Emerson,4000,1,Airtel,1,3.1239
IN-1052428,RRL,Beed,2023-03-08,ID+OD with 4TR,GBT,0,Tubular,40,Hub,3,18,4,ID AC,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.91654
IN-1243541,RRL,Solapur,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,NexGen Delta,4000,2,VIL Reliance Jio,2,5.46635
IN-1092289,RRL,Solapur,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Ashok Leyland,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,9.5312
IN-1312216,RRL,Pune City,2023-03-08,OD without DG,GBT,0,Tubular,40,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,NexGen Emerson,4000,1, Airtel VIL Reliance Jio,3,8.34048
IN-1250133,RRL,Pune City,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,7.40036
IN-1288342,RRL,Thane,2023-03-08,OD with DG,COW,0,Angular,30,Normal,3,21,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,2,Airtel VIL,2,7.19358
IN-1301117,RRL,Thane,2023-03-08,OD with DG,COW,0,Angular,30,Normal,3,21,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,2,Airtel VIL,2,6.263679
IN-1054360,RRL,Thane,2023-03-08,OD without DG,RTP,8,Tubular,6 3,Normal,3,21,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel,1,4.81694
IN-1091732,RRL,Ahmednagar,2023-03-08,FCU with DG,GBT,0,Tubular,50,Hub,3,18,FCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.1395
IN-1077609,RRL,Ahmednagar,2023-03-08,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,2,Airtel Reliance Jio,2,5.222844
IN-1091806,RRL,Ahmednagar,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,16,NCU,COD,DG,25,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,8.2295
IN-1054090,RRL,Pune City,2023-03-08,ID+OD with 3TR,RTP,5,Tubular,3,Hub,3,20,3,ID AC,Non DG,Non DG,Non DG,Emerson,3200,2,Airtel,1,4.29806
IN-1055128,RRL,Pune City,2023-03-08,Natural Cooling without DG,RTP,4,Tubular,3,Hub,3,20,NCU,COD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel,1,5.46282
IN-1093451,RRL,Pune City,2023-03-08,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,20,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.745871
IN-1095159,RRL,Beed,2023-03-08,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,2,VIL Reliance Jio,2,5.39238
IN-1273747,RRL,Pune City,2023-03-08,OD with DG,GBT,0,Angular,50,Normal,3,16,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,1,Airtel Reliance Jio,2,5.07854
IN-1271649,RRL,Dhule,2023-03-08,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Eicher,IIPMS Delta,4000,1,VIL Reliance Jio,2,6.062832
IN-1249834,RRL,Pune City,2023-03-08,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,20,NCU,COD,DG,40,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,11.15072
IN-1249547,RRL,Satara,2023-03-09,FCU with DG,GBT,0,Angular,50,Normal,3,20,FCU,COD,DG,15,Kirloskar,NexGen Emerson,4000,1,Airtel Reliance Jio,2,4.96302
IN-1052401,RRL,Satara,2023-03-09,Natural Cooling with DG,GBT,0,Tubular,40,Hub,3,20,NCU,COD,DG,15,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,6.639318
IN-1284154,RRL,Nandurbar,2023-03-09,OD with DG,GBT,0,Angular,40,Normal,3,16,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,2,VIL Reliance Jio,2,4.19105
IN-1092150,RRL,Osmanabad,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,8,NCU,COD,DG,15,Eicher,IIPMS Delta,4000,2,VIL Reliance Jio,2,3.885552
IN-1253070,RRL,Osmanabad,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,1,Reliance Jio,1,2.20725
IN-1070060,RRL,Bhandara,2023-03-09,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,22,NCU,COD,DG,15,Kirloskar,Emerson,3200,1,Reliance Jio,1,2.30535
IN-1093667,RRL,Solapur,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,6.5026
IN-1093614,RRL,Solapur,2023-03-09,FCU with DG,GBT,0,Angular,60,Normal,3,18,FCU,COD,DG,15,Eicher,Delta,4000,2, Airtel VIL Reliance Jio,3,8.22096
IN-1053126,RRL,Ahmednagar,2023-03-09,Natural Cooling with DG,GBT,0,Tubular,40,Normal,3,20,NCU,COD,DG,25,Kirloskar,Emerson,3200,2, Airtel VIL Reliance Jio,3,9.3438
IN-1297164,RRL,Ahmednagar,2023-03-09,OD with DG,GBT,0,Angular,40,Normal,3,20,Non AC,OD,DG,25,Eicher,IIPMS Delta,4000,2,Airtel VIL Reliance Jio BSNL,4,10.79496
IN-1250120,RRL,Ahmednagar,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,Emerson,4000,2,Airtel Reliance Jio,2,5.6052
IN-1233286,RRL,Ahmednagar,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,3.279696
IN-1052754,RRL,Pune City,2023-03-09,Natural Cooling with DG,GBT,0,Tubular,40,Normal,3,20,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.1395
IN-1093172,RRL,Pune City,2023-03-09,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,Emerson,3200,2, Airtel VIL Reliance Jio,3,6.3126
IN-1093969,RRL,Osmanabad,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,20,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.71574
IN-1092292,RRL,Nandurbar,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,20,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,1,VIL Reliance Jio,2,4.14309
IN-1066367,RRL,Bhandara,2023-03-09,OD with DG,GBT,0,Tubular,40,Hub,3,18,Non AC,OD,DG,15,Eicher,Emerson,3200,1,Airtel Reliance Jio,2,5.3142
IN-1066508,RRL,Pune City,2023-03-09,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,5.7186
IN-1091957,RRL,Osmanabad,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,8,NCU,COD,DG,15,Kirloskar,Emerson,3200,2, Airtel VIL Reliance Jio,3,7.4391
IN-1253096,RRL,Osmanabad,2023-03-09,OD with DG,GBT,0,Angular,50,Hub,3,8,Non AC,OD,DG,15,Kirloskar,Delta,4000,2,Airtel Reliance Jio,2,3.8759
IN-1093140,RRL,Pune City,2023-03-09,FCU with DG,GBT,0,Tubular,50,Normal,3,18,FCU,COD,DG,15,Mahindra,NexGen Delta,4000,2,Airtel Reliance Jio,2,4.104454
IN-1266974,RRL,Satara,2023-03-09,OD with DG,GBT,0,Angular,50,Normal,3,20,Non AC,OD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,9.514088
IN-1093489,RRL,Satara,2023-03-09,FCU with DG,GBT,0,Tubular,50,Normal,3,20,FCU,COD,DG,15,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,7.68591
IN-1304348,RRL,Dhule,2023-03-09,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Eicher,IIPMS Delta,4000,2,VIL Reliance Jio,2,6.793766
IN-1253692,RRL,Washim,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,Delta,4000,2,VIL Reliance Jio,2,4.923156
IN-1116212,RRL,Washim,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Emerson,3200,2,VIL Reliance Jio,2,4.6683
IN-1248961,RRL,Bhandara,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,20,NCU,COD,DG,25,Mahindra,Delta,4000,1,VIL Reliance Jio,2,5.994
IN-1256693,RRL,Pune City,2023-03-09,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,18,NCU,COD,DG,15,Kirloskar,NexGen Delta,4000,2, Airtel VIL Reliance Jio,3,6.750588
IN-1093181,RRL,Pune City,2023-03-09,Natural Cooling with DG,GBT,0,Tubular,50,Hub,3,18,NCU,COD,DG,25,Mahindra,Emerson,3200,2,Airtel VIL Reliance Jio BSNL,4,7.1687
IN-1253637,RRL,Washim,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,1,VIL Reliance Jio,2,6.730565
IN-1124671,RRL,Thane,2023-03-09,OD without DG,RTT,0,Tubular,9,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,1,Airtel,1,3.360044
IN-1235435,RRL,Ahmednagar,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,12,NCU,COD,DG,15,Mahindra,Delta,4000,1,VIL Reliance Jio,2,6.075
IN-1259294,RRL,Pune City,2023-03-09,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,10,Kirloskar,Emerson,3200,2,Airtel Reliance Jio,2,3.85
IN-1024510,RRL,Ahmednagar,2023-03-09,Natural Cooling with DG,GBT,0,Angular,40,Hub,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,2,VIL Reliance Jio,2,7.588
IN-1071214,RRL,Pune City,2023-03-09,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,NexGen Delta,4000,2,Airtel Reliance Jio,2,5.398527
IN-1078378,RRL,Osmanabad,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Hub,3,18,NCU,COD,DG,25,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,7.19305
IN-1086264,RRL,Pune City,2023-03-09,FCU with DG,GBT,0,Tubular,50,Normal,3,20,FCU,COD,DG,15,Eicher,NexGen Delta,4000,1,Airtel Reliance Jio,2,5.09388
IN-1248213,RRL,Osmanabad,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,NexGen Emerson,4000,1,VIL Reliance Jio,2,4.78998
IN-1066340,RRL,Pune City,2023-03-09,OD with DG,GBT,0,Tubular,50,Normal,3,20,Non AC,OD,DG,15,Mahindra,IIPMS Delta,4000,2, Airtel VIL Reliance Jio,3,6.7522
IN-1066392,RRL,Solapur,2023-03-09,OD With DG,GBT,0,Tubular,50,Normal,3,18,Non AC,OD,DG,15,Eicher,Delta,4000,2, Airtel VIL Reliance Jio,3,6.965598
IN-1052387,RRL,Ahmednagar,2023-03-09,OD with DG,GBT,0,Tubular,40,Hub,3,18,Non AC,OD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.32501
IN-1093978,RRL,Ahmednagar,2023-03-09,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,7.948206
IN-1052934,RRL,Ahmednagar,2023-03-09,Natural Cooling with DG,GBT,0,Tubular,40,Hub,3,18,NCU,COD,DG,15,Kirloskar,IIPMS Delta,4000,2, Airtel VIL Reliance Jio,3,8.520672
IN-1253870,RRL,Ahmednagar,2023-03-09,OD with DG,GBT,0,Angular,50,Normal,3,12,Non AC,OD,DG,15,Mahindra,Emerson,3200,2,VIL Reliance Jio,2,4.9486
IN-1054597,RRL,Thane,2023-03-09,OD without DG,RTP,2,Tubular,9,Normal,3,18,Non AC,OD,Non DG,Non DG,Non DG,Delta,4000,2,Airtel VIL,2,5.49666
IN-1256045,RRL,Nandurbar,2023-03-09,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,16,NCU,COD,DG,15,Mahindra,Delta,4000,1,VIL Reliance Jio,2,5.115916
IN-1092316,RRL,Satara,2023-03-10,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,4.76476
IN-1250795,RRL,Jalgaon,2023-03-10,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,NexGen Delta,4000,1,Airtel Reliance Jio,2,5.0031
IN-1255237,RRL,Kolhapur,2023-03-10,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,25,Kirloskar,Emerson,3200,2, Airtel VIL Reliance Jio,3,9.97152
IN-1053306,RRL,Jalgaon,2023-03-10,OD with DG,GBT,0,Tubular,50,Normal,3,18,Non AC,OD,DG,25,Eicher,IIPMS Delta,4000,2, Airtel VIL Reliance Jio,3,8.0987
IN-1250521,RRL,Jalna,2023-03-10,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,12,NCU,COD,DG,25,Mahindra,Emerson,3200,2,VIL Reliance Jio,2,5.80608
IN-1238758,RRL,Nashik,2023-03-10,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,18,NCU,COD,DG,15,Mahindra,NexGen Emerson,4000,2,VIL Reliance Jio,2,5.536384
IN-1238710,RRL,Pune City,2023-03-10,FCU with DG,RTT,0,Angular,18,Normal,3,20,FCU,COD,DG,15,Mahindra,Delta,4000,2,VIL Reliance Jio,2,5.04246
IN-1256692,RRL,Pune City,2023-03-10,FCU with DG,GBT,0,Angular,40,Hub,3,20,FCU,COD,DG,25,Mahindra,NexGen Delta,4000,2, Airtel VIL Reliance Jio,3,8.951936
IN-1053884,RRL,Ratnagiri,2023-03-10,Natural Cooling with DG,GBT,0,Tubular,55,Normal,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,2,Airtel Reliance Jio,2,5.57
IN-1250090,RRL,Nashik,2023-03-10,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,2,Airtel Reliance Jio,2,6.820572
IN-1092350,RRL,Nashik,2023-03-10,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,6.40375
IN-1250436,RRL,Nashik,2023-03-10,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,8.143748
IN-1261959,RRL,Pune City,2023-03-10,Natural Cooling with DG,GBT,0,Angular,40,Normal,3,20,NCU,COD,DG,15,Kirloskar,Emerson,3200,2,Airtel VIL Reliance Jio BSNL,4,8.7584
IN-1093315,RRL,Wardha,2023-03-10,Natural Cooling with DG,GBT,0,Tubular,50,Normal,3,20,NCU,COD,DG,15,Kirloskar,Delta,4000,2, Airtel VIL Reliance Jio,3,7.134964
IN-1052685,RRL,Buldhana,2023-03-10,OD with DG,GBT,0,Tubular,50,Hub,3,18,Non AC,OD,DG,25,Mahindra,IIPMS Delta,4000,2, Airtel VIL Reliance Jio,3,6.889784
IN-1052588,RRL,Buldhana,2023-03-10,OD with DG,GBT,0,Tubular,40,Normal,3,18,Non AC,OD,DG,15,Kirloskar,NexGen Emerson,4000,2,VIL Reliance Jio,2,4.1025
IN-1073188,RRL,Pune City,2023-03-10,Natural Cooling with DG,RTT,0,Tubular,9,Hub,3,20,NCU,COD,DG,15,Mahindra,NexGen Delta,4000,2,Airtel VIL,2,6.89966
IN-1249816,RRL,Satara,2023-03-10,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,1,Airtel Reliance Jio,2,4.86995
IN-1275255,RRL,Satara,2023-03-10,OD with DG,GBT,0,Angular,40,Normal,3,18,Non AC,OD,DG,15,Eicher,NexGen Delta,4000,1,Airtel Reliance Jio,2,4.15426
IN-1093002,RRL,Jalgaon,2023-03-10,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,25,Mahindra,Emerson,3200,1, Airtel VIL Reliance Jio,3,5.25504
IN-1251349,RRL,Jalgaon,2023-03-10,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,10,Escort,Emerson,3200,1,Airtel Reliance Jio,2,4.5696
IN-1251398,RRL,Jalgaon,2023-03-10,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,18,NCU,COD,DG,15,Mahindra,Delta,4000,1,Airtel VIL Reliance Jio BSNL,4,9.23286
IN-1092576,RRL,Kolhapur,2023-03-10,Natural Cooling with DG,RTT,0,Angular,15,Normal,3,18,NCU,COD,DG,15,Eicher,Emerson,3200,2, Airtel VIL Reliance Jio,3,7.65408
IN-1269945,RRL,Satara,2023-03-10,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Kirloskar,NexGen Delta,4000,1,VIL Reliance Jio,2,6.10118
IN-1093028,RRL,Satara,2023-03-10,FCU with DG,GBT,0,Angular,50,Normal,3,18,FCU,COD,DG,15,Kirloskar,Delta,4000,2,VIL Reliance Jio,2,6.51168
IN-1257930,RRL,Kolhapur,2023-03-10,OD with DG,GBT,0,Angular,50,Normal,3,18,Non AC,OD,DG,15,Mahindra,Emerson,3200,2, Airtel VIL Reliance Jio,3,8.73664
IN-1253739,RRL,Osmanabad,2023-03-10,OD with DG,GBT,0,Angular,50,Normal,3,16,Non AC,OD,DG,15,Mahindra,Emerson,3200,1,VIL Reliance Jio,2,4.8149
IN-1093994,RRL,Osmanabad,2023-03-10,FCU with DG,GBT,0,Angular,50,Hub,3,16,FCU,COD,DG,15,Kirloskar,NexGen Emerson,4000,2,VIL Reliance Jio,2,6.03876
IN-1095136,RRL,Osmanabad,2023-03-10,FCU with DG,GBT,0,Angular,50,Normal,3,14,FCU,COD,DG,15,Eicher,NexGen Delta,4000,2,VIL Reliance Jio,2,6.201545
IN-1274006,RRL,Ahmednagar,2023-03-10,OD with DG,GBT,0,Angular,50,Normal,3,20,Non AC,OD,DG,15,Kirloskar,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,6.401857
IN-1232411,RRL,Ratnagiri,2023-03-10,ID+OD with 3.76TR,GBT,0,Angular,60,HUB,3,21,3.76,ID AC,DG,40,Mahindra,Delta,4000,2, Airtel VIL Reliance Jio,3,7.449399
IN-1095148,RRL,Nagpur,2023-03-10,ID+OD with 3.5TR,GBT,0,Angular,50,Hub,3,22,3.5,ID AC,DG,25,Mahindra,Emerson,3200,2,Airtel VIL Reliance Jio BSNL,4,7.02317
IN-1024416,RRL,Nagpur,2023-03-10,ID+OD with 3.76TR,GBT,0,Angular,70,Hub,3,22,3.76,ID AC,DG,25,Mahindra,Delta,4000,1, Airtel VIL Reliance Jio,3,11.63472
IN-1092001,RRL,Ahmednagar,2023-03-10,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,20,NCU,COD,DG,15,Mahindra,NexGen Delta,4000,2, Airtel VIL Reliance Jio,3,7.706628
IN-1077534,RRL,Ahmednagar,2023-03-10,FCU with DG,GBT,0,Tubular,50,Normal,3,20,FCU,COD,DG,25,Mahindra,NexGen Emerson,4000,2, Airtel VIL Reliance Jio,3,6.12035
IN-1281717,RRL,Jalna,2023-03-10,OD with DG,GBT,0,Angular,50,Normal,3,12,Non AC,OD,DG,10,Mahindra,NexGen Emerson,4000,1,VIL Reliance Jio,2,4.908468
IN-1231039,RRL,Jalna,2023-03-10,Natural Cooling with DG,GBT,0,Angular,50,Normal,3,12,NCU,COD,DG,15,Kirloskar,Emerson,3200,1,VIL Reliance Jio,2,5.25746
IN-1093028,RRL,Satara,2023-03-10,FCU with DG,GBT,0,Angular,50,Normal,3,16,FCU,COD,DG,15,Kirloskar,Delta,4000,2,VIL Reliance Jio,2,6.51168
